=== 加载环境变量...
API配置: base_url=None, model_name=Qwen3-30B-A3B-GPTQ-Int4
API_KEY存在: True
=== 创建模型...
=== 模型创建成功
=== 创建agent...
=== Agent创建成功
=== 开始调用agent...
=== 注意: 由于HumanInTheLoopMiddleware，程序可能会等待人类输入...
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='\n\n', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[{'name': 'send_email_tool', 'args': {}, 'id': 'chatcmpl-tool-5fd6feb191d84deeba46eb581d11f4d7', 'type': 'tool_call'}], invalid_tool_calls=[], tool_call_chunks=[{'name': 'send_email_tool', 'args': None, 'id': 'chatcmpl-tool-5fd6feb191d84deeba46eb581d11f4d7', 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[{'name': '', 'args': {'recipient': ''}, 'id': None, 'type': 'tool_call'}], invalid_tool_calls=[], tool_call_chunks=[{'name': None, 'args': '{"recipient": "', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': 'fan', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': 'fan', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': 'peng', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': 'peng', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': 'fe', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': 'fe', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': 'i', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': 'i', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': '@', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': '@', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': 'jd', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': 'jd', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': '.com', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': '.com', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': '",', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': '",', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': ' "', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': ' "', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': 'subject', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': 'subject', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': '":', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': '":', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': ' "', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': ' "', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': 'Hello', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': 'Hello', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': '",', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': '",', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': ' "', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': ' "', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': 'body', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': 'body', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': '":', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': '":', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': ' "', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': ' "', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': 'This', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': 'This', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': ' is', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': ' is', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': ' a', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': ' a', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': ' test', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': ' test', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': ' email', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': ' email', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': '."', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': '."', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[{'name': None, 'args': '}', 'id': None, 'error': None, 'type': 'invalid_tool_call'}], tool_call_chunks=[{'name': None, 'args': '}', 'id': None, 'index': 0, 'type': 'tool_call_chunk'}]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'finish_reason': 'tool_calls', 'model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
